id,surface,status,requirement,desired_reference,evidence,legacy,react,tests
T174,frontier,uncertain,Frontier table width is constrained to the RHS container — no horizontal overflow of the pane,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Copied final content-sized table CSS and td structure support the T340 intent, which supersedes earlier T177/T331 fixed-width recipes. This sub-audit did not measure real text gutters, clipping, overflow or hierarchy-ID visibility. A CSS/source check cannot decide these properties.",web/index.html:1080; web/index.html:1122,ui/src/cockpit.css:1107; ui/src/components/FrontierTable.tsx:181,
T175,frontier,partial,Owner-facing hover explanations appear instantly — no delayed native title tooltips,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Target ID/name uses immediate custom InstantTip, but status/fanout has neither custom nor native explanatory tip. Existing T175 test only opens the ID tip and therefore misses the originally named surface.",web/index.html:10704; web/scripts/instant_tip.js:1,ui/src/components/FrontierTable.tsx:38; ui/src/components/FrontierTable.tsx:97; ui/src/components/InstantTip.tsx:60,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T175 fixture tests ID/name only."
T177,frontier,uncertain,"Frontier table columns do not overlap — three chrome columns have real fixed widths, name takes the rest",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Copied final content-sized table CSS and td structure support the T340 intent, which supersedes earlier T177/T331 fixed-width recipes. This sub-audit did not measure real text gutters, clipping, overflow or hierarchy-ID visibility. A CSS/source check cannot decide these properties.",web/index.html:1080; web/index.html:1122,ui/src/cockpit.css:1107; ui/src/components/FrontierTable.tsx:181,
T179,frontier,partial,Frontier status glyph is normal case (no small-caps) and id/fanout columns are tight,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Headerless table, Id/Cv case, N᚛ and zero omission survive. Full status and dependent-name explanations are generated by helpers but never mounted for those cells. Historic fixed widths were superseded by T340 content sizing.",web/index.html:10704; web/index.html:10716,ui/src/components/FrontierTable.tsx:38; ui/src/components/FrontierTable.tsx:108,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T173 asserts headerless table, Cv and fanout glyph; T179 only checks case."
T181,frontier,code_supported,Frontier ID (and name) hover shows a rich markdown target card — not only the expanded name,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Production API mapper retains status, all acceptance, tags, context, incoming/outgoing dependencies, and rich markdown card renders on ID/name. This narrower requirement is supported and acceptance rendering was freshly checked. Full-field gaps belong to T184; long-card geometry still needs a real render.",web/scripts/frontier_table.js:919; web/index.html:10642,ui/src/frontier/table.ts:121; ui/src/frontier/table.ts:250; ui/src/components/TargetHoverCard.tsx:9,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T181 passes API-shaped data through mapper and opens card."
T182,frontier,code_supported,Frontier status and fanout columns are tightly packed; each row has a play control that asks the PO to start that target,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"A genuine play button builds a full acceptance-bearing brief and POSTs the resolved PO; state changes to submitted immediately. Live PO action and tight visual gaps untested. App does not supply onNotice, so failure recovery has no owner notice. Cross-repo ledger selection remains missing. Independent correction: silent kickoff failure is also present in the final legacy UI, so it is not evidence of an omitted T182 port. Rendered column spacing remains unverified; implemented play submission is code-supported.",web/index.html:10739; web/index.html:10843,ui/src/components/FrontierTable.tsx:46; ui/src/components/FrontierTable.tsx:141; ui/src/frontier/play.ts:144,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. Frontier fixture tests request specification / submitted-state behavior only."
T184,frontier,partial,"Frontier target hover is a full semantic card — common fields, markdown bodies, mermaid dependency minigraph",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Most semantic sections are present and actual API shape is retained. Compared with old card, mapper drops actual_cost/origin/discovered/achieved; cache fingerprint omits value/cost/extra, so changes to those remain stale even across refresh. Fresh paired probe confirms both.",internal/server/frontier.go:48; web/scripts/frontier_table.js:919; web/scripts/frontier_table.js:1525,ui/src/frontier/table.ts:121; ui/src/frontier/table.ts:250; ui/src/frontier/table.ts:335,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T184 validates listed fixture sections, not these omitted metadata/cache-change cases."
T185,frontier,partial,Frontier toolbar has a Graph control that opens a near-full-page unachieved dependency graph,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Graph control/90vw×90vh shell/close exist. Server returns diagrams[] plus a joined archival mermaid string explicitly invalid as a single Mermaid render. React ignores diagrams[] and renders joined source; multi-component graph semantics and selected ledger are lost.,web/index.html:4156; web/scripts/frontier_table.js:723; internal/server/frontier.go:1009,ui/src/components/SidebarPanel.tsx:49; ui/src/components/MermaidVizPanel.tsx:16,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T186,frontier,code_supported,Frontier hover cards stay open while the pointer is over the card so their content can be scrolled,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React uses same card/hosts/corridor hit geometry, pointermove dismissal and no idle timer. Mocked-rectangle tests retain a hovered card and zero grace. React keyed rows should survive unchanged refresh, but real pointer travel/scroll and refresh under pointer remain unverified.",web/scripts/instant_tip.js:1,ui/src/components/InstantTip.tsx:99; ui/src/components/InstantTip.tsx:146; ui/src/components/instantTipHit.ts:77,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T186/T187/T230 mocked-geometry retention tests ran."
T187,frontier,code_supported,InstantTip cards never auto-timeout — dismiss only when pointer leaves the card (or host without entering the card),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React uses same card/hosts/corridor hit geometry, pointermove dismissal and no idle timer. Mocked-rectangle tests retain a hovered card and zero grace. React keyed rows should survive unchanged refresh, but real pointer travel/scroll and refresh under pointer remain unverified.",web/scripts/instant_tip.js:1,ui/src/components/InstantTip.tsx:99; ui/src/components/InstantTip.tsx:146; ui/src/components/instantTipHit.ts:77,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T186/T187/T230 mocked-geometry retention tests ran."
T189,frontier,verified,Escape key closes the Frontier Graph / mermaid viz panel when it is open,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Fresh component key event while open calls onClose exactly once. Listener only installs while open. This bounded keyboard behavior is verified; graph content correctness is separate.,web/index.html:11301,ui/src/components/MermaidVizPanel.tsx:81,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T189 Escape closes the Frontier Graph panel."
T190,frontier,missing,Unachieved Frontier Graph layout fits the large panel without insane horizontal sprawl,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Reference helper currently defaults to component pack (T294 later restored all components after T280 primary-only). React discards diagrams and pack metadata; copied packing CSS is inert.,web/scripts/frontier_table.js:723; web/index.html:4290; internal/server/frontier.go:1009,ui/src/components/MermaidVizPanel.tsx:16,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T196,frontier,partial,Failed product fetches in chrome panels show actionable errors — not the empty generic paste shell,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Non-2xx/network graph failures have visible error chrome, but no recovery hint. A 200 {available:false,error:...} is ignored, graph status becomes Unachieved graph, and failed frontier fetches become empty rows.",web/index.html:4219; web/index.html:4277,ui/src/components/MermaidVizPanel.tsx:20; ui/src/App.tsx:167,
T198,frontier,partial,"Frontier rows show Jevons work engagement — in-progress sinks bottom with Stop, not a bullseye status rewrite",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Explicit target_id overlay, free-before-engaged ordering and Stop request exist. The agent API field is ledger (internal/server/chat.go:859), and App preserves a.ledger. The lost scope is the FRONTIER response ledger/cwd metadata discarded by toFrontierRows, the fixed unscoped query key/URL, and the omitted FrontierTable ledgerKey prop, so different repos with T1 collide visually. Server defaults absent stop cwd to primary ledger, so a foreign overlay can show Stop that does not stop the displayed foreign worker.",web/index.html:10514; web/index.html:10998; internal/server/engagement.go:144,ui/src/components/FrontierTable.tsx:131; ui/src/frontier/play.ts:92; ui/src/App.tsx:389,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey."
T199,frontier,code_supported,Target IDs sort by numeric segments (natural/version order) everywhere frontier and graph order them,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Shared server sorts target IDs by numeric segments. React preserves API order and engagement partitions it without introducing lexical sorting; mini-graph preserves relation order. Source-supported; no fresh full graph ordering assertion.,internal/server/frontier.go:417; web/scripts/frontier_table.js:90,ui/src/frontier/table.ts:151; ui/src/frontier/play.ts:110,
T200,fleet,missing,Domain portfolios group related products under the root fleet tree without a permanent GM agent,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Legacy fetches /api/portfolios then weaves declarative membership under overseer. React can style hypothetical purpose=portfolio nodes but never fetches/weaves portfolios; actual /api/agents registry feed contains no virtual nodes.,web/index.html:6478; web/scripts/portfolio_group.js:1,ui/src/App.tsx:117; ui/src/components/AgentTree.tsx:153,
T203,frontier,code_supported,Only one Frontier InstantTip card is open at a time — opening another dismisses the rest,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Module-wide openCloser dismisses previous tip when a new instance opens. React fixture family includes one-tip policy; exact property coverage cited below, while multi-panel pointer lifecycle remains a render concern.",web/scripts/instant_tip.js:71,ui/src/components/InstantTip.tsx:15,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. Frontier tests exercise shownTips/singleton policy."
T208,frontier,partial,RHS Frontier tab stays selected until the owner chooses Transcript again — background transcript refresh does not steal the tab,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,URL tab state is stable across feed refresh and background transcripts. Explicit fleet selection incorrectly preserves Frontier tab; historical acceptance explicitly retains click→Transcript transition.,web/index.html:10259; web/index.html:10332,ui/src/App.tsx:330; ui/src/components/SidebarPanel.tsx:20,
T211,fleet,code_supported,Fleet agent chrome distinguishes process-alive from turn-busy — bare running is not shown as active work,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Same-workdir children show phase/progress, roots/distinct paths retain path policy; running+idle is not treated as action. Four paired helper fixtures passed and actual React worker markup tests ran. Update timeliness remains T82; unknown non-GitHub paths remain T84.",web/scripts/fleet_row.js:172; web/index.html:6673,ui/src/fleet/rowModel.ts:108; ui/src/components/AgentTree.tsx:128,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.chrome.test.tsx checks idle, working · Bash, blocked."
T230,frontier,code_supported,Frontier target hover cards never auto-dismiss while the pointer is over the card — no idle timeout,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React uses same card/hosts/corridor hit geometry, pointermove dismissal and no idle timer. Mocked-rectangle tests retain a hovered card and zero grace. React keyed rows should survive unchanged refresh, but real pointer travel/scroll and refresh under pointer remain unverified.",web/scripts/instant_tip.js:1,ui/src/components/InstantTip.tsx:99; ui/src/components/InstantTip.tsx:146; ui/src/components/instantTipHit.ts:77,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T186/T187/T230 mocked-geometry retention tests ran."
T231,frontier,code_supported,Frontier target cards use a single continuous hit-group for open/dismiss — no grace-timeout walk-away after leaving the card,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Final reference supersedes T231 old single-rect wording with card ∪ hosts ∪ horizontal corridor, zero grace. React helper matches that final geometry. Fixture assertions check inside-card/corridor retention and above/below leave; no browser hit test yet.",web/scripts/instant_tip.js:14,ui/src/components/instantTipHit.ts:48; ui/src/components/InstantTip.tsx:145,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. instantTipHit.test.ts and frontier fixture pointer tests ran."
T255,frontier,partial,Frontier play kickoff targets the selected agent’s product owner — not hard-coded jevons-po,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Resolved selected-worker ancestor PO is correct in fresh helper probe. But displayed table never changes to that PO repo, so action can send a Jevons target number/name to another product PO. The target acceptance itself is owner-only confirmation; code evidence cannot supply it.",web/scripts/frontier_table.js:1610; web/index.html:10843,ui/src/frontier/play.ts:59; ui/src/App.tsx:166,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey."
T266,frontier,code_supported,Owner-facing target asks show built-in context chrome (repo / PO / product),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Context chrome code derives repo/PO/author and is mounted through conversation target context. API/cwd is not forwarded at App boundary, so correctness when no explicit repo/engaged target hints exist is uncertain. No live ask was generated.",web/scripts/target_context_chrome.js:1; web/index.html:5503,ui/src/frontier/targetAsk.ts:226; ui/src/frontier/targetAskContext.tsx:1,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T266 context fixture asserts repo label."
T267,frontier,partial,Target asks auto-select owning PO and highlight the target on Frontier,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Target ask plan drives URL PO selection, Frontier tab and highlighted target ID. But App frontend query remains primary repo; same numeric ID in another repo can highlight the wrong row.",web/index.html:5079,ui/src/App.tsx:185; ui/src/frontier/targetAsk.ts:359; ui/src/components/FrontierTable.tsx:83,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T267 asserts helper plan/highlight with one fixture ledger."
T268,frontier,missing,Frontier graphs scale up to fill the pane — single-graph case first,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React copies scale-fill/pack CSS but never applies its classes or computes pane-aspect fit/label floor. Graph parsing also ignores diagrams[]. Geometry cannot be judged from copied CSS; the concrete mechanism required for expansion/packing is absent. T294 is the latest governing acceptance, not earlier contradictory T280 primary-only advice.",web/index.html:4437; web/scripts/frontier_table.js:716; internal/server/frontier.go:1009,ui/src/components/MermaidVizPanel.tsx:103; ui/src/cockpit.css:312,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T271,frontier,code_supported,Frontier InstantTip cards dismiss when the pointer leaves the hit region (up/down from the trigger row),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Final reference supersedes T231 old single-rect wording with card ∪ hosts ∪ horizontal corridor, zero grace. React helper matches that final geometry. Fixture assertions check inside-card/corridor retention and above/below leave; no browser hit test yet.",web/scripts/instant_tip.js:14,ui/src/components/instantTipHit.ts:48; ui/src/components/InstantTip.tsx:145,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. instantTipHit.test.ts and frontier fixture pointer tests ran."
T274,frontier,partial,Orthograph (and large) target graph renders; no empty viewer + stuck Loading earlier loop,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Shared daemon still splits large components, but React ignores the split diagrams. It also never binds graph to orthograph selection. Transcript graph layout interaction is not freshly tested.",web/scripts/frontier_table.js:348; internal/server/frontier.go:702; internal/server/frontier.go:1009,ui/src/components/MermaidVizPanel.tsx:16,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T278,frontier,code_supported,Frontier play kickoff shows spinning submitted chrome immediately,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Submitted set update happens before fetch; component derives spinner/disabled state immediately and prunes after engagement. Existing fixture tests exercise this; real owner/provider kickoff not run.,web/index.html:10884,ui/src/components/FrontierTable.tsx:148; ui/src/frontier/play.ts:251,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. Frontier submitted/play fixtures ran."
T280,frontier,missing,Frontier Graph is owner-readable in one glance after hard-reload (visual smoke required),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React copies scale-fill/pack CSS but never applies its classes or computes pane-aspect fit/label floor. Graph parsing also ignores diagrams[]. Geometry cannot be judged from copied CSS; the concrete mechanism required for expansion/packing is absent. T294 is the latest governing acceptance, not earlier contradictory T280 primary-only advice.",web/index.html:4437; web/scripts/frontier_table.js:716; internal/server/frontier.go:1009,ui/src/components/MermaidVizPanel.tsx:103; ui/src/cockpit.css:312,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T285.2,fleet,missing,Fleet-tree icon menu migrates any agent; ! mark when its provider is ahead or hot,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Model badge has an accessible button name but no click handler, provider menu, migrate request, or server-band warning mark. Badge click bubbles to agent-row selection. Copied .prov-mark/menu CSS proves nothing.",web/index.html:6700; web/index.html:6760; web/scripts/provider_menu.js:1,ui/src/components/AgentTree.tsx:48; ui/src/App.tsx:117,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. T285.2 is skipped as pixel-identical chrome even though missing behavior is functional."
T287,fleet,code_supported,Fleet agent names show company icon + condensed model prefix,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T293,fleet,code_supported,Grok model prefix uses Grok logo and always shows condensed version subscript,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T294,frontier,missing,Frontier Graph fills the large pane with human-legible nodes after hard-reload,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"React copies scale-fill/pack CSS but never applies its classes or computes pane-aspect fit/label floor. Graph parsing also ignores diagrams[]. Geometry cannot be judged from copied CSS; the concrete mechanism required for expansion/packing is absent. T294 is the latest governing acceptance, not earlier contradictory T280 primary-only advice.",web/index.html:4437; web/scripts/frontier_table.js:716; internal/server/frontier.go:1009,ui/src/components/MermaidVizPanel.tsx:103; ui/src/cockpit.css:312,"Independent graph check: GATE parity-fleet-independent-graph exit=0 GREEN id=e5296991. Actual Mermaid parser accepts each of two diagrams but rejects the exact joined pack source; legacy open plan selects pack even with preferPack:false. This green reproduces the incompatibility, not UI parity."
T295,fleet,partial,Claude model prefix uses Claude splat icon and drops leading zeros in version,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. Gray splat clause was superseded by T302 orange requirement; version unpadding survives, final color does not.",web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T296,fleet,code_supported,Grok badge uses ring-slash logo and icon+version as one compact unit,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. Authentic Grok path is retained from final old helper; compact icon+sub styling copied. No real compactness/baseline measurement in this sub-audit.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T298,fleet,code_supported,Fleet model subscript is unambiguous — no letter reads as a digit,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. O/0 distinguishability is irreducible owner taste; script only proves family/version semantics and style intent.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T299,fleet,partial,"Model badges use authentic brand SVGs, integer version segments, and true sub-baseline (no O/0 ambiguity)",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. Final old T302 restored O-family letter and orange splat, superseding T299 no-O clause. Authentic paths preserved but no measured sub-baseline/visual sign-off.",web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T301,fleet,not_applicable,"Agent migrate preserves purpose (PO stays work, not flipped to aside)",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Purpose preservation and remint identity are shared backend lifecycle obligations, not independent React implementations. React preserves purpose and uses it for aside styling. The old migration menu is missing (T285.2), while backend migration/remint must be verified by its own journey/hermetic net before claiming capability.",internal/fleet/fleet.go:1; internal/fleet/migrate.go:1,ui/src/App.tsx:141; ui/src/components/AgentTree.tsx:141,
T302,fleet,partial,Claude badge restores bold purple Opus O and shows real version when known,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. React CSS deliberately paints Claude splat var(--text-dim) versus old var(--anthropic-mark); bold accent family and version-before-family extraction remain.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6; ui/src/cockpit.css:1411,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
